4681,81,0
38029,86,1
40727,75,1
22329,3,1
5734,46,2
1177,34,3
34903,18,3
14159,19,4
33475,57,5
30616,58,6
14422,33,7
40651,27,7
46862,66,7
9045,94,7
34627,51,8
5483,22,9
2023,92,9
11642,30,10
9788,48,10
7937,29,10
40284,54,11
583,17,11
33163,3,11
30042,90,12
14096,56,12
31652,65,14
47541,75,14
46796,31,15
27760,27,15
8036,36,15
46142,94,15
49856,5,16
12732,51,17
20297,26,17
1670,9,17
19036,92,17
19591,18,18
18407,3,19
1538,66,19
2879,22,20
25465,91,21
22409,41,22
42754,45,22
2075,29,22
11663,13,22
23186,95,23
22049,94,23
31133,2,24
28450,35,24
25571,52,24
22450,50,24
21914,55,24
24276,20,25
18239,75,25
18289,42,25
19580,0,26
7533,33,29
28531,46,29
29700,27,30
19007,34,30
22068,19,31
29839,78,31
31420,91,31
16249,88,31
48046,51,32
48946,9,32
31306,58,32
28906,83,32
23522,81,33
26081,64,33
30199,36,34
29003,26,34
35567,92,34
4013,17,34
32680,7,35
29573,80,35
4308,73,35
11494,59,36
44927,93,37
44764,66,37
24647,54,37
26001,79,38
20745,86,38
20936,62,38
19548,36,40
16529,79,40
10528,33,40
519,29,40
28845,34,41
11136,12,41
47077,47,41
10623,95,42
25021,65,42
28871,55,43
23404,41,44
30033,19,44
33864,40,45
344,30,45
40848,5,45
34641,85,45
49269,37,46
18211,57,46
46963,71,46
34425,13,46
1073,83,46
37472,37,47
6564,50,47
35874,94,47
19867,18,47
991,31,47
2219,86,50
13181,56,50
32788,1,51
17885,41,51
9948,52,52
3578,22,52
25803,42,52
12510,48,53
13100,88,53
29193,58,53
23880,25,53
3203,54,53
12396,69,53
32371,3,54
37275,36,54
27645,3,55
5203,82,56
34082,90,56
15808,7,57
40764,26,57
25042,33,59
28474,61,59
40998,19,59
15120,28,59
19187,70,59
5962,48,60
6688,45,60
16700,0,61
23769,6,61
32912,79,63
17538,7,63
32400,9,63
29969,93,63
11052,63,63
48811,45,72
3002,86,72
15539,34,72
42160,89,72
36490,84,72
5776,51,72
35472,64,72
42307,4,72
5585,29,72
29179,27,72
20811,60,72
43897,23,72
16433,17,72
16834,39,72
3784,56,72
4107,55,72
32421,31,73
48508,91,73
36193,35,73
18559,57,73
7657,37,73
16088,74,73
47794,86,79
611,3,79
49229,10,79
48393,2,79
8961,32,79
31376,61,80
38364,75,80
16290,80,81
49636,95,81
33756,7,81
21701,13,81
20711,45,83
42598,42,83
22174,48,83
33579,33,84
32000,2,84
46268,33,84
247,36,84
34560,31,85
27513,82,86
1941,94,86
20084,66,86
4430,90,87
39777,44,87
45791,37,90
29019,90,91
7874,19,91
4691,95,91
12839,73,96
34657,73,96
36120,93,96
42079,63,96
3163,35,99
49002,44,99
9495,8,99
4795,59,99
14333,92,99
13469,81,99
37793,67,99
10483,9,100
38342,18,100
45590,62,100
7738,5,102
41134,6,102
22751,89,105
4043,43,105
29918,73,105
1675,31,105
18700,52,106
10459,3,109
17997,88,109
12116,73,111
43211,18,111
12479,39,111
24253,7,111
19740,14,111
35124,93,112
6447,12,112
39776,33,113
45275,28,113
5620,35,114
14508,56,114
13629,79,115
41903,78,117
12148,28,118
13021,27,119
36549,34,119
3134,86,122
23656,41,122
21592,29,122
4078,87,125
30302,20,125
25000,68,125
26919,76,125
17027,0,125
11712,50,127
25919,48,127
33326,94,129
34029,91,131
45682,19,131
21380,34,131
38550,86,132
12191,18,132
36995,51,134
8802,88,135
13634,23,135
38104,27,137
43080,57,137
3333,9,139
45230,45,139
