11602,9,0
3975,37,0
16874,39,0
9120,27,0
19443,56,1
4307,47,1
17215,34,1
11186,17,2
5656,7,2
12457,6,2
10494,38,2
18023,57,2
6171,8,2
17830,0,3
4135,48,3
5664,52,3
6566,39,3
2990,47,3
17723,12,3
6381,22,3
8134,26,3
2531,9,5
12767,37,5
11910,16,5
13853,20,5
10489,50,5
16095,34,5
18234,5,6
11303,27,6
4581,49,6
9464,10,6
15961,42,7
13386,31,7
17024,52,7
2203,8,7
3328,7,8
14365,25,8
16631,4,8
8024,38,8
5145,30,9
1672,55,9
6260,1,9
18553,13,9
16173,48,9
5288,5,9
9612,45,9
7072,39,9
982,56,9
18792,35,9
18511,18,10
12535,12,10
8669,34,10
3613,22,11
6964,37,11
18714,3,12
7555,20,12
19622,57,12
17397,58,12
15310,10,13
1514,17,13
16032,41,13
10360,11,13
5184,6,14
669,28,14
13195,26,14
14376,38,14
12875,47,15
19559,16,15
1663,32,15
17973,0,15
4910,49,16
19512,8,16
9460,48,16
6502,37,17
15930,39,17
13220,54,17
8981,50,17
248,14,17
15999,42,17
17911,9,17
14337,4,18
1942,35,18
15741,15,19
12704,7,20
10666,6,20
698,52,20
13658,37,21
6703,16,21
6551,7,21
18679,9,22
4230,46,22
18985,36,22
7910,42,23
17400,31,23
6617,27,23
16894,52,23
6756,5,23
14889,28,23
1086,30,24
16168,55,24
5856,9,24
11413,39,24
4354,9,24
15395,20,24
13201,0,25
608,0,25
8132,11,25
17926,19,25
17883,29,26
5446,25,26
6312,33,26
11225,3,27
2845,37,27
17044,48,27
3804,34,27
7606,56,28
4126,28,28
582,56,28
9600,22,28
10656,45,28
19784,7,29
7455,1,29
6526,54,31
18462,56,31
14881,40,31
17976,24,31
960,32,31
14314,30,31
3913,7,32
1128,20,32
15860,54,33
3245,9,33
628,37,34
10647,37,34
15124,53,34
13504,1,35
5095,39,35
15874,21,35
10325,41,35
19155,39,36
10582,16,36
4463,39,36
1888,28,37
2913,44,37
9239,47,37
9296,38,38
11883,20,38
11514,37,38
835,5,38
13192,35,38
3663,13,39
11559,13,39
9095,4,39
9404,2,39
2239,54,41
15821,54,41
8826,51,41
18837,7,41
2143,42,43
18757,0,43
15513,49,44
6957,5,44
773,56,44
14298,29,44
13028,39,44
8814,12,45
16685,50,45
7067,12,45
2422,18,46
3378,7,46
245,3,46
7357,37,46
9000,42,46
12946,0,46
434,18,46
2045,17,47
1061,17,47
8492,22,47
1426,34,47
3398,12,48
2682,50,48
304,1,49
8907,45,50
2096,18,50
12833,46,50
10194,54,50
19413,50,50
802,47,52
16571,28,52
15205,25,52
506,35,52
4590,48,53
11586,38,53
17636,47,53
19905,6,54
975,36,54
8698,20,54
10051,6,54
15612,48,55
1785,50,55
9491,12,55
13382,58,55
13171,12,56
4431,55,56
5241,52,56
2389,8,57
3934,14,57
8230,59,57
7692,25,58
1962,49,60
16858,42,60
177,42,60
9337,57,61
14856,47,61
5487,6,61
19749,7,61
2406,43,61
542,27,62
70,47,62
3568,44,62
18081,23,62
15496,39,63
9809,13,64
13049,52,64
818,45,65
13786,1,65
17658,38,65
16688,24,66
12034,13,67
1441,31,68
17608,31,68
4577,25,70
5929,33,70
7665,38,71
6879,8,71
6197,34,71
3065,31,71
8257,5,72
10339,34,73
15337,9,73
8620,4,73
14109,7,74
811,22,74
16331,0,75
18784,10,75
4144,38,75
8566,34,75
6504,42,75
851,53,75
14328,0,75
12101,49,76
2891,17,76
16777,7,77
11966,38,77
9706,31,77
1092,54,77
9712,16,79
8181,20,79
19006,12,79
5828,58,79
10154,56,80
1137,15,80
3091,12,80
5952,56,80
1151,58,81
18586,39,81
12433,16,82
19379,33,82
6692,10,82
3788,37,83
107,37,83
13496,36,83
8582,37,83
19004,48,84
10480,47,84
15118,32,84
5501,9,84
2094,49,85
7439,57,85
14530,8,85
17161,48,85
2400,50,85
2063,25,85
6765,49,85
939,34,85
13342,37,85
4499,57,85
5230,56,86
13665,28,86
17036,22,86
236,28,86
3794,58,87
18416,34,87
6569,39,87
10692,5,88
18458,0,88
7515,40,89
5424,21,89
15794,37,89
5761,49,90
2042,0,90
8713,26,91
772,10,91
14034,52,92
6813,26,92
13656,45,93
14059,9,93
2557,32,93
16008,37,93
9927,3,94
371,26,94
10274,27,94
19654,14,94
11148,29,94
2004,1,94
19804,18,94
9504,3,94
5102,14,94
3374,4,94
18218,42,94
16387,16,95
1519,9,95
19459,49,95
13744,45,96
809,10,96
11570,31,96
13864,16,97
5527,57,97
16170,39,97
14917,33,97
16592,16,97
10265,5,97
8716,18,99
19664,22,99
4075,11,99
5940,39,99
4623,56,100
6490,7,100
7060,18,100
8149,12,100
13621,1,101
2956,2,101
19699,13,102
15981,8,102
19047,30,103
15559,27,103
17461,11,103
5672,45,103
16498,37,104
10467,17,106
11756,47,106
13766,13,106
18205,9,106
3728,47,106
2338,4,106
3237,20,106
16871,8,107
17168,51,107
13594,38,109
19008,30,109
