4681,81,0
38029,86,1
40727,75,1
22329,3,1
5734,46,2
1177,34,3
34903,18,3
14159,19,4
33475,57,5
30616,58,6
14422,33,7
46862,27,7
40651,66,7
9045,94,7
34627,51,8
5483,22,9
2023,92,9
11642,30,10
9788,48,10
7937,29,10
40284,54,11
583,17,11
33163,3,11
30042,90,12
14096,56,12
31652,65,14
47541,75,14
46796,31,15
27760,36,15
8036,66,15
46142,94,15
49856,5,16
12732,51,17
20297,26,17
1670,9,17
19036,92,17
19591,18,18
18407,3,19
1538,27,19
2879,22,20
25465,91,21
22409,41,22
42754,45,22
2075,29,22
11663,13,22
23186,95,23
22049,94,23
31133,2,24
28450,35,24
25571,52,24
21914,50,24
22450,55,24
24276,20,25
18239,75,25
18289,42,25
19580,0,26
28531,33,29
7533,46,29
29700,34,30
19007,19,30
29839,36,31
22068,78,31
31420,91,31
16249,88,31
48046,51,32
48946,9,32
31306,58,32
28906,83,32
23522,81,33
26081,64,33
29003,66,34
30199,26,34
35567,92,34
4013,17,34
29573,7,35
32680,80,35
4308,27,35
11494,73,36
44764,59,37
44927,93,37
24647,54,37
20745,79,38
26001,86,38
20936,62,38
19548,26,40
16529,86,40
10528,29,40
519,12,40
28845,34,41
11136,46,41
47077,95,41
10623,47,42
25021,50,42
28871,65,43
23404,41,44
30033,78,44
33864,40,45
344,30,45
40848,5,45
34641,85,45
49269,37,46
18211,57,46
46963,71,46
34425,13,46
1073,83,46
6564,37,47
37472,94,47
35874,55,47
19867,18,47
991,31,47
2219,79,50
13181,56,50
32788,1,51
17885,41,51
3578,52,52
9948,22,52
25803,42,52
12510,48,53
29193,88,53
13100,58,53
23880,25,53
3203,19,53
12396,54,53
32371,26,54
37275,3,54
27645,26,55
5203,3,56
34082,69,56
40764,80,57
15808,82,57
28474,33,59
40998,90,59
15120,61,59
19187,78,59
5962,48,60
6688,28,60
25042,0,61
23769,70,61
32912,86,63
17538,45,63
32400,6,63
29969,79,63
11052,9,63
48811,45,72
3002,93,72
15539,63,72
36490,89,72
5776,84,72
42160,51,72
35472,64,72
42307,4,72
5585,12,72
29179,60,72
20811,66,72
43897,23,72
16834,17,72
16433,26,72
3784,65,72
4107,39,72
32421,31,73
48508,91,73
36193,56,73
18559,35,73
7657,57,73
16088,46,73
16290,86,79
611,74,79
49229,10,79
48393,2,79
8961,32,79
47794,33,80
38364,13,80
24856,7,81
33756,82,81
21701,75,81
49636,45,83
31376,27,83
42598,42,83
22174,48,83
33579,2,84
247,44,84
34560,31,85
36549,0,86
20711,3,86
27513,94,86
20084,79,86
4430,69,87
39777,9,87
16700,47,89
45791,8,90
29019,69,91
26859,90,91
4691,73,91
3163,27,96
34657,28,96
12839,92,96
36120,95,96
42079,81,96
13629,35,99
49002,9,99
9495,67,99
4795,29,99
14333,18,99
13469,80,99
37793,70,99
38342,62,100
45590,43,100
10483,5,102
7738,45,102
41134,0,102
23656,51,105
4043,17,105
29918,31,105
1675,55,105
18700,52,106
3134,26,109
5620,92,109
17997,58,109
22751,18,111
12479,28,111
24253,14,111
19740,61,111
6447,93,112
13021,2,113
45275,86,113
12116,56,114
14508,65,114
39776,86,115
41903,36,117
46268,61,118
12148,29,118
10663,34,119
28373,34,119
10459,93,122
2543,41,122
18393,9,122
21592,94,122
25000,22,125
30302,87,125
4078,20,125
26919,68,125
17027,76,125
11712,37,127
25919,60,127
43211,55,129
38550,19,131
45682,91,131
34029,63,131
8802,18,132
36995,51,134
6368,33,134
33326,58,135
13634,6,135
38104,36,137
21380,57,137
20989,31,140
