76,0,0
147,2,0
2184,0,0
3894,0,1
2084,2,1
1039,6,2
4280,0,4
3094,7,5
1217,2,5
3795,2,6
994,3,6
3733,1,6
217,2,7
1126,0,9
2727,5,10
1032,0,11
1697,3,13
2078,7,13
4158,1,13
4236,3,16
646,1,16
3844,6,16
2486,3,16
3083,2,16
2324,0,18
2748,0,24
1525,7,27
250,0,27
1262,4,27
3983,0,28
2774,3,31
2200,3,31
3906,2,31
3290,0,32
4016,3,32
1554,0,38
4931,6,38
693,7,38
2554,1,38
2867,2,39
1820,1,39
3568,7,42
1483,6,43
4678,1,43
3392,5,44
1759,6,44
4905,0,49
132,6,49
207,2,49
1226,6,49
4468,0,49
338,0,50
2211,0,50
960,6,51
1464,2,51
4346,0,51
3432,2,51
3900,2,52
4679,2,52
2540,7,53
669,7,57
1641,3,58
3333,1,58
1825,3,58
3910,1,60
798,1,60
2887,2,60
10,7,61
783,1,61
4778,0,64
362,1,64
2736,3,64
4132,0,64
4204,7,65
1341,0,65
1490,1,65
2455,3,65
3709,0,66
1007,7,67
397,4,67
758,0,68
998,7,68
4535,6,71
4443,7,74
4736,6,74
90,6,76
4760,2,76
4870,6,76
1750,5,77
4011,3,77
2440,3,77
2819,3,78
1974,6,78
1103,6,79
1437,0,80
301,2,81
863,1,83
1457,1,83
4566,0,85
1085,1,87
43,2,89
456,5,89
2558,2,89
4394,3,90
2661,2,90
2297,0,92
3597,3,96
1267,4,97
3895,2,99
661,0,100
2941,6,100
4925,5,101
4673,1,101
4745,2,102
3116,2,102
3401,2,102
3522,7,103
2971,2,103
315,7,103
3055,6,103
477,5,103
1474,0,106
4391,2,106
2842,4,106
1271,0,109
2307,6,109
4603,2,110
4080,7,111
334,7,111
785,1,111
2104,7,113
3096,3,113
3930,3,113
1216,1,113
461,7,113
2996,0,115
1338,7,115
1143,3,115
3558,5,116
3879,2,118
3350,5,121
1317,5,122
4114,5,122
1110,3,123
3679,2,124
703,5,125
4586,6,125
4378,6,127
2829,4,127
663,0,129
322,6,129
4531,0,129
281,2,129
1289,3,129
4178,2,131
4721,2,131
4079,0,131
2968,1,132
1982,7,134
903,1,134
159,2,134
2910,0,137
3772,2,137
2702,6,137
3147,7,137
2417,5,137
1595,5,140
3167,7,142
3268,2,143
2217,2,143
2349,1,147
153,5,147
3011,0,150
4074,0,151
3213,4,152
3644,3,154
478,2,157
4591,2,157
1651,2,157
4579,7,158
4789,7,158
3740,7,159
2314,6,160
545,2,160
2146,1,161
26,2,162
1884,3,162
1580,6,162
294,7,163
3169,2,163
169,6,163
2390,7,163
2893,1,163
937,5,165
2487,0,166
4502,0,166
4518,6,166
3784,6,166
1950,2,168
100,1,168
2697,1,168
1560,0,172
2907,6,172
124,3,172
3748,2,173
2624,1,173
1943,7,175
4773,1,175
4869,2,175
4934,7,177
1709,0,178
1046,2,178
880,0,178
2740,0,179
287,4,182
1314,0,183
3017,2,183
2164,5,185
4276,0,185
4028,1,185
1150,1,186
2121,3,186
2844,5,187
2726,6,187
4890,0,188
4002,3,188
1602,5,189
1555,6,189
4887,0,190
643,2,191
73,4,191
2782,2,192
2796,3,192
4541,2,192
1717,5,193
4398,2,193
1977,6,195
850,0,196
2768,7,197
4030,3,197
4259,3,198
3658,5,200
583,5,200
3174,5,204
494,0,204
1323,2,205
1078,7,207
1184,4,208
367,0,209
1669,1,209
4096,1,209
1729,1,210
1842,0,211
1156,7,211
3192,5,211
797,0,211
2176,6,213
1374,6,213
2330,0,214
1416,0,214
2147,0,214
246,7,214
4463,2,215
2811,2,215
3860,0,215
2159,2,216
1598,0,218
4803,6,218
4464,7,218
3586,2,219
3014,3,219
4637,7,221
4798,2,221
4313,1,221
1751,3,221
2035,0,230
3490,0,233
4555,2,233
2879,6,233
1773,4,233
4933,0,234
2953,3,235
2571,0,235
3345,5,236
2637,2,237
2642,2,238
1348,3,238
1747,5,239
4024,6,239
1801,0,240
1260,0,241
619,2,241
3381,2,242
3034,6,242
1542,2,245
4142,0,245
423,2,245
335,0,245
3979,2,246
2992,3,246
1888,7,247
4797,2,251
337,3,251
49,1,251
2398,2,252
114,2,252
4790,7,254
4916,3,254
2409,5,255
3916,3,255
802,6,256
2841,6,256
4042,0,256
3289,1,257
1802,2,258
2416,5,259
1227,2,259
3155,0,262
1789,6,262
2466,0,264
4765,3,264
3848,1,264
3862,2,265
2026,2,265
3165,0,265
1544,2,266
668,7,267
2995,0,268
2728,6,268
1876,1,270
4832,0,270
149,6,270
2206,3,275
1391,7,275
4810,5,278
3156,5,278
3188,5,278
3830,5,279
1064,5,280
3970,5,280
749,2,282
2233,6,282
339,2,284
4906,2,284
417,0,284
892,0,286
3814,1,286
1879,2,288
810,2,288
3457,2,288
1766,7,290
3308,2,290
1220,3,290
2404,7,290
47,0,292
105,1,292
4672,6,292
1169,7,293
4287,0,293
435,2,294
2535,6,294
3473,7,297
2352,2,299
4808,6,300
2027,0,302
4008,6,302
4127,7,302
3161,5,302
2467,0,302
2849,2,303
405,0,303
4973,6,303
3593,5,305
782,0,306
2157,2,306
954,0,306
4749,0,306
171,0,308
927,3,309
1292,2,310
4349,0,311
4742,0,311
2202,1,313
230,2,316
3039,0,317
4719,0,319
402,5,321
182,6,322
1965,2,324
3351,2,324
3146,0,324
61,2,324
4753,2,325
1487,7,326
4873,6,326
462,0,328
201,0,328
67,0,331
1158,0,331
4500,0,332
1741,1,332
4959,2,333
291,2,333
808,7,335
4981,3,335
1276,2,337
2838,7,337
4821,2,337
1189,6,337
1238,6,341
3104,2,341
2294,5,341
3245,2,342
2453,6,342
1102,0,345
118,5,345
805,2,346
264,6,346
2621,1,349
113,2,349
3053,7,351
489,1,351
3627,3,351
2400,0,351
2911,2,352
2792,5,357
3765,6,357
2917,5,358
3815,0,358
3259,0,358
368,6,359
4592,5,359
986,6,359
2676,5,359
2652,7,361
2606,0,361
766,2,362
683,0,362
2371,0,365
1990,0,365
4409,0,365
922,0,366
4194,2,366
2641,6,366
3752,2,367
1925,1,367
3024,5,367
1243,5,369
3190,0,370
4650,0,370
3428,0,370
1387,0,371
4978,6,372
2945,3,372
2766,6,372
2024,7,373
4724,7,373
4455,5,373
931,0,373
2948,0,374
4953,5,374
293,0,375
1748,0,375
2807,2,376
1411,7,376
2267,2,377
552,7,377
3613,0,377
3730,2,378
2332,6,378
1001,1,379
3500,0,380
4131,5,380
2894,0,380
16,2,381
4411,0,381
2061,0,381
2181,3,382
2646,3,382
3280,0,383
2872,0,383
3202,7,384
3915,1,385
554,6,385
2529,0,386
3249,0,387
408,0,387
3299,3,388
1463,7,389
4982,0,389
1065,7,389
4676,2,392
1197,0,393
987,0,393
3431,0,393
1250,6,394
455,2,395
3136,2,395
1152,6,396
1634,5,396
1675,0,398
3450,0,398
1145,1,399
4506,6,399
3747,0,400
4538,0,400
358,0,400
4955,2,401
3829,0,401
2248,2,402
4427,0,402
3082,3,403
704,0,403
873,0,403
1035,0,403
1127,0,404
3683,0,404
2999,0,405
608,2,405
1294,5,405
1719,3,405
302,1,406
2617,1,406
1246,7,410
1575,7,410
1484,0,411
3566,6,412
37,0,412
3133,3,414
404,0,414
2638,7,417
3349,5,417
3236,0,417
3109,1,419
